OpID,Operator,TollID,Name,PM,Locality,Road,Lat,Long,Email,Price1,Price2,Price3,Price4
EG,egnatia,EG73,Σταθμός Διοδίων ΒΙ.ΠΕ. Κομοτηνής Πλευρικά (Προς Ηγουμενίτσα),ΠΛ,Ροδόπης-Φύλακας,Εγνατία Οδός,41.06149,25.47661,eoae@egnatia.gr,0.20,0.30,0.80,1.10
EG,egnatia,EG74,Σταθμός Διοδίων Παναγιάς Πλευρικά,ΠΛ,Τρικάλων-Μαλακάσι,Εγνατία Οδός,39.78578,21.29482,eoae@egnatia.gr,0.70,1.00,2.50,3.50
GE,gefyra,GE01,Σταθμός Διοδίων Γέφυρας Ρίου Αντιρρίου Μετωπικά (Προς Αντίρριο),ΜΤ,Αιτωλοακαρνανίας-Αντίρριο,Α/Δ Αντιρρίου-Ιωαννίνων,38.33383,21.76604,info@gefyra.gr,2.00,14.70,46.50,74.50
GE,gefyra,GE02,Σταθμός Διοδίων Γέφυρας Ρίου Αντιρρίου Μετωπικά (Προς Ρίο),ΜΤ,Αιτωλοακαρνανίας-Αντίρριο,Α/Δ Αντιρρίου-Ιωαννίνων,38.33381,21.76581,info@gefyra.gr,2.00,14.70,46.50,74.50
KO,kentrikiodos,KO01,Σταθμός Διοδίων Σοφάδων Μετωπικά (Προς Λαμία),ΜΤ,Καρδίτσας-Μαυραχάδες,Α/Δ Λαμίας-Τρικάλων,39.25717,22.08299,customercare@kentrikiodos.gr,2.35,3.40,8.50,11.95
KO,kentrikiodos,KO02,Σταθμός Διοδίων Σοφάδων Μετωπικά (Προς Τρίκαλα),ΜΤ,Καρδίτσας-Μαυραχάδες,Α/Δ Λαμίας-Τρικάλων,39.25691,22.08320,customercare@kentrikiodos.gr,2.35,3.40,8.50,11.95
KO,kentrikiodos,KO03,Σταθμός Διοδίων Τρικάλων Μετωπικά (Προς Λαμία),ΜΤ,Τρικάλων-Λόγγος,Α/Δ Λαμίας-Τρικάλων,39.52040,21.83212,customercare@kentrikiodos.gr,2.05,2.95,7.45,10.45
KO,kentrikiodos,KO04,Σταθμός Διοδίων Τρικάλων Μετωπικά (Προς Τρίκαλα),ΜΤ,Τρικάλων-Λόγγος,Α/Δ Λαμίας-Τρικάλων,39.52022,21.83249,customercare@kentrikiodos.gr,2.05,2.95,7.45,10.45
KO,kentrikiodos,KO05,Σταθμός Διοδίων Αγίας Τριάδας Μετωπικά (Προς Αθήνα),ΜΤ,Φθιώτιδος-Αγία Τριάδα,Α/Δ Αθηνών-Θεσσαλονίκης,38.80835,22.60256,customercare@kentrikiodos.gr,1.35,1.90,4.80,6.75
KO,kentrikiodos,KO06,Σταθμός Διοδίων Αγίας Τριάδας Μετωπικά (Προς Θεσσαλονίκη),ΜΤ,Φθιώτιδος-Αγία Τριάδα,Α/Δ Αθηνών-Θεσσαλονίκης,38.80869,22.60270,customercare@kentrikiodos.gr,1.35,1.90,4.80,6.75
KO,kentrikiodos,KO07,Σταθμός Διοδίων Λειανοκλαδίου Μετωπικά (Προς Λαμία),ΜΤ,Φθιώτιδος-Σταυρός,Κεντρική Οδός,38.91517,22.34873,customercare@kentrikiodos.gr,1.30,1.85,4.70,6.60
KO,kentrikiodos,KO08,Σταθμός Διοδίων Λειανοκλαδίου Μετωπικά (Προς Τρίκαλα),ΜΤ,Φθιώτιδος-Σταυρός,Κεντρική Οδός,38.91495,22.34906,customercare@kentrikiodos.gr,1.30,1.85,4.70,6.60
KO,kentrikiodos,KO09,Σταθμός Διοδίων Μαυρομαντήλας Μετωπικά (Προς Αθήνα),ΜΤ,Φθιώτιδος-Στυλίδα,Α/Δ Αθηνών-Θεσσαλονίκης,38.90419,22.52794,customercare@kentrikiodos.gr,1.45,2.05,5.15,7.25
KO,kentrikiodos,KO10,Σταθμός Διοδίων Μαυρομαντήλας Μετωπικά (Προς Θεσσαλονίκη),ΜΤ,Φθιώτιδος-Στυλίδα,Α/Δ Αθηνών-Θεσσαλονίκης,38.90403,22.52754,customercare@kentrikiodos.gr,1.45,2.05,5.15,7.25
KO,kentrikiodos,KO11,Σταθμός Διοδίων Ανάβρας Πλευρικά (Από Λαμία),ΠΛ,Καρδίτσας-Ανάβρα,Α/Δ Λαμίας-Τρικάλων,39.21048,22.06925,customercare@kentrikiodos.gr,1.40,2.00,5.00,7.00
KO,kentrikiodos,KO12,Σταθμός Διοδίων Ανάβρας Πλευρικά (Προς Λαμία),ΠΛ,Καρδίτσας-Ανάβρα,Α/Δ Λαμίας-Τρικάλων,39.21025,22.06905,customercare@kentrikiodos.gr,1.40,2.00,5.00,7.00
KO,kentrikiodos,KO13,Σταθμός Διοδίων Προαστίου Πλευρικά (Από Λαμία),ΠΛ,Καρδίτσας-Προάστιο,Α/Δ Λαμίας-Τρικάλων,39.47480,21.90310,customercare@kentrikiodos.gr,0.80,1.15,2.85,4.05
KO,kentrikiodos,KO14,Σταθμός Διοδίων Προαστίου Πλευρικά (Προς Λαμία),ΠΛ,Καρδίτσας-Προάστιο,Α/Δ Λαμίας-Τρικάλων,39.47460,21.90324,customercare@kentrikiodos.gr,0.80,1.15,2.85,4.05
KO,kentrikiodos,KO15,Σταθμός Διοδίων Καλαμπάκας Πλευρικά (Από Καλαμπάκα),ΠΛ,Τρικάλων-Καλαμπάκα,Κεντρική Οδός,39.70028,21.60858,customercare@kentrikiodos.gr,0.60,0.90,2.25,3.15
KO,kentrikiodos,KO16,Σταθμός Διοδίων Καλαμπάκας Πλευρικά (Προς Καλαμπάκα),ΠΛ,Τρικάλων-Καλαμπάκα,Κεντρική Οδός,39.69975,21.61080,customercare@kentrikiodos.gr,0.60,0.90,2.25,3.15
KO,kentrikiodos,KO17,Σταθμός Διοδίων Τρικάλων Πλευρικά (Από Τρίκαλα),ΠΛ,Τρικάλων-Τρίκαλα,Κεντρική Οδός,39.56901,21.81829,customercare@kentrikiodos.gr,0.55,0.80,2.05,2.90
KO,kentrikiodos,KO18,Σταθμός Διοδίων Τρικάλων Πλευρικά (Προς Τρίκαλα),ΠΛ,Τρικάλων-Τρίκαλα,Κεντρική Οδός,39.56879,21.81811,customercare@kentrikiodos.gr,0.55,0.80,2.05,2.90
KO,kentrikiodos,KO19,Σταθμός Διοδίων Αγίας Μαρίνας Πλευρικά (Από Θεσ/νίκη),ΠΛ,Φθιώτιδος-Αγία Μαρίνα,Α/Δ Αθηνών-Θεσσαλονίκης,38.90377,22.57063,customercare@kentrikiodos.gr,0.90,1.30,3.30,4.60
KO,kentrikiodos,KO20,Σταθμός Διοδίων Αγίας Μαρίνας Πλευρικά (Προς Θεσ/νίκη),ΠΛ,Φθιώτιδος-Αγία Μαρίνα,Α/Δ Αθηνών-Θεσσαλονίκης,38.90305,22.56907,customercare@kentrikiodos.gr,0.90,1.30,3.30,4.60
KO,kentrikiodos,KO21,Σταθμός Διοδίων Θερμοπυλών Πλευρικά (Από Θεσσαλονίκη),ΠΛ,Φθιώτιδος-Θερμοπύλες,Α/Δ Αθηνών-Θεσσαλονίκης,38.79929,22.50926,customercare@kentrikiodos.gr,0.45,0.65,1.65,2.35
KO,kentrikiodos,KO22,Σταθμός Διοδίων Θερμοπυλών Πλευρικά (Προς Θεσσαλονίκη),ΠΛ,Φθιώτιδος-Θερμοπύλες,Α/Δ Αθηνών-Θεσσαλονίκης,38.79959,22.51118,customercare@kentrikiodos.gr,0.45,0.65,1.65,2.35
KO,kentrikiodos,KO23,Σταθμός Διοδίων Μώλου Πλευρικά (Από Αθήνα),ΠΛ,Φθιώτιδος-Μώλος,Α/Δ Αθηνών-Θεσσαλονίκης,38.80267,22.64938,customercare@kentrikiodos.gr,0.25,0.35,0.90,1.30
KO,kentrikiodos,KO24,Σταθμός Διοδίων Μώλου Πλευρικά (Προς Αθήνα),ΠΛ,Φθιώτιδος-Μώλος,Α/Δ Αθηνών-Θεσσαλονίκης,38.80290,22.64952,customercare@kentrikiodos.gr,0.25,0.35,0.90,1.30
KO,kentrikiodos,KO25,Σταθμός Διοδίων Στυλίδας Πλευρικά (Από Θεσσαλονίκη),ΠΛ,Φθιώτιδος-Στυλίδα,Α/Δ Αθηνών-Θεσσαλονίκης,38.91363,22.65900,customercare@kentrikiodos.gr,0.50,0.70,1.75,2.50
KO,kentrikiodos,KO26,Σταθμός Διοδίων Στυλίδας Πλευρικά (Προς Θεσσαλονίκη),ΠΛ,Φθιώτιδος-Στυλίδα,Α/Δ Αθηνών-Θεσσαλονίκης,38.91357,22.65774,customercare@kentrikiodos.gr,0.50,0.70,1.75,2.50
MO,moreas,MO01,Σταθμός Διοδίων Βελιγοστής Μετωπικά (Προς Καλαμάτα),ΜΤ,Αρκαδίας-Βελιγοστή,Α/Δ Μορέας,37.34516,22.11037,info@moreas.com.gr,0.90,1.35,3.40,4.80
MO,moreas,MO02,Σταθμός Διοδίων Βελιγοστής Μετωπικά (Προς Κόρινθο),ΜΤ,Αρκαδίας-Βελιγοστή,Α/Δ Μορέας,37.34483,22.11030,info@moreas.com.gr,0.90,1.35,3.40,4.80
MO,moreas,MO03,Σταθμός Διοδίων Γέφυρας Μάναρη Μετωπικά (Προς Καλαμάτα),ΜΤ,Αρκαδίας-Μάναρης,Α/Δ Μορέας,37.41249,22.30764,info@moreas.com.gr,1.40,2.10,5.25,7.40
MO,moreas,MO04,Σταθμός Διοδίων Γέφυρας Μάναρη Μετωπικά (Προς Κόρινθο),ΜΤ,Αρκαδίας-Μάναρης,Α/Δ Μορέας,37.41220,22.30776,info@moreas.com.gr,1.40,2.10,5.25,7.40
MO,moreas,MO05,Σταθμός Διοδίων Νεστάνης Μετωπικά (Προς Καλαμάτα),ΜΤ,Αρκαδίας-Νεστάνη,Α/Δ Μορέας,37.60085,22.44646,info@moreas.com.gr,1.80,2.60,6.50,9.10
MO,moreas,MO06,Σταθμός Διοδίων Νεστάνης Μετωπικά (Προς Κόρινθο),ΜΤ,Αρκαδίας-Νεστάνη,Α/Δ Μορέας,37.60057,22.44655,info@moreas.com.gr,1.80,2.60,6.50,9.10
MO,moreas,MO07,Σταθμός Διοδίων Πετρίνας Μετωπικά (Προς Κόρινθο-Καλαμάτα),ΜΤ,Αρκαδίας-Πετρίνα,Α/Δ Μορέας,37.29864,22.21032,info@moreas.com.gr,2.20,3.15,7.90,11.10
MO,moreas,MO08,Σταθμός Διοδίων Πετρίνας Μετωπικά (Προς Σπάρτη),ΜΤ,Αρκαδίας-Πετρίνα,Α/Δ Μορέας,37.29884,22.21009,info@moreas.com.gr,2.20,3.15,7.90,11.10
MO,moreas,MO09,Σταθμός Διοδίων Σπαθοβουνίου Μετωπικά (Προς Καλαμάτα),ΜΤ,Κορινθίας-Σπαθοβούνι,Α/Δ Μορέας,37.83599,22.80797,info@moreas.com.gr,1.90,2.70,6.85,9.60
MO,moreas,MO10,Σταθμός Διοδίων Σπαθοβουνίου Μετωπικά (Προς Κόρινθο),ΜΤ,Κορινθίας-Σπαθοβούνι,Α/Δ Μορέας,37.83565,22.80808,info@moreas.com.gr,1.90,2.70,6.85,9.60
MO,moreas,MO11,Σταθμός Διοδίων Καλαμάτας Μετωπικά (Προς Καλαμάτα),ΜΤ,Μεσσηνίας-Καλαμάτα,Α/Δ Μορέας,37.13694,22.03779,info@moreas.com.gr,1.40,2.05,5.15,7.25
MO,moreas,MO12,Σταθμός Διοδίων Καλαμάτας Μετωπικά (Προς Κόρινθο),ΜΤ,Μεσσηνίας-Καλαμάτα,Α/Δ Μορέας,37.13675,22.03810,info@moreas.com.gr,1.40,2.05,5.15,7.25
MO,moreas,MO13,Σταθμός Διοδίων Αρφαρών Πλευρικά (Από Κόρινθο),ΠΛ,Μεσσηνίας-Αρφαρά,Α/Δ Μορέας,37.15246,22.02610,info@moreas.com.gr,0.50,0.80,2.05,2.85
MO,moreas,MO14,Σταθμός Διοδίων Αρφαρών Πλευρικά (Προς Κόρινθο),ΠΛ,Μεσσηνίας-Αρφαρά,Α/Δ Μορέας,37.15349,22.02565,info@moreas.com.gr,0.50,0.80,2.05,2.85
MO,moreas,MO15,Σταθμός Διοδίων Θουρίας Πλευρικά (Από Καλαμάτα),ΠΛ,Μεσσηνίας-Θουρία,Α/Δ Μορέας,37.07192,22.04808,info@moreas.com.gr,0.30,0.50,1.30,1.85
MO,moreas,MO16,Σταθμός Διοδίων Θουρίας Πλευρικά (Προς Καλαμάτα),ΠΛ,Μεσσηνίας-Θουρία,Α/Δ Μορέας,37.07162,22.04731,info@moreas.com.gr,0.30,0.50,1.30,1.85
MO,moreas,MO17,Σταθμός Διοδίων Παραδείσιων Πλευρικά (Από Καλαμάτα),ΠΛ,Μεσσηνίας-Παραδείσια,Α/Δ Μορέας,37.33067,22.07845,info@moreas.com.gr,0.50,0.80,2.05,2.90
MO,moreas,MO18,Σταθμός Διοδίων Παραδείσιων Πλευρικά (Προς Καλαμάτα),ΠΛ,Μεσσηνίας-Παραδείσια,Α/Δ Μορέας,37.33179,22.07778,info@moreas.com.gr,0.50,0.80,2.05,2.90
NAO,naodos,NAO01,Σταθμός Διοδίων Αγίας Παρασκευής Πλευρικά (Προς Καρέα),ΜΤ,Αττικής-Αγία Παρασκευή,Περιφ. Υμηττού,38.00812,23.83668,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO02,Σταθμός Διοδίων Αγίας Παρασκευής Πλευρικά (Προς Παλλήνη),ΜΤ,Αττικής-Αγία Παρασκευή,Περιφ. Υμηττού,38.00910,23.84211,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO03,Σταθμός Διοδίων Δημόκριτου Πλευρικά (Προς Παλλήνη),ΜΤ,Αττικής-Αγία Παρασκευή,Περιφ. Υμηττού,37.99958,23.82120,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO04,Σταθμός Διοδίων Ανθούσας Πλευρικά (Προς Ελευσίνα),ΜΤ,Αττικής-Ανθούσα,Αττική Οδός,38.01688,23.86606,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO05,Σταθμός Διοδίων Περιφεριακής Αιγάλεω Πλευρικά (Προς Αεροδρόμιο),ΜΤ,Αττικής-Άνω Λιόσια,Αττική Οδός,38.07565,23.67635,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO06,Σταθμός Διοδίων Περιφεριακής Αιγάλεω Πλευρικά (Προς Ελευσίνα),ΜΤ,Αττικής-Άνω Λιόσια,Αττική Οδός,38.08009,23.67856,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO07,Σταθμός Διοδίων Ασπροπύργου Πλευρικά (Προς Αεροδρόμιο),ΜΤ,Αττικής-Ασπρόπυργος,Αττική Οδός,38.08919,23.62220,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO08,Σταθμός Διοδίων Ασπροπύργου Πλευρικά (Προς Ελευσίνα),ΜΤ,Αττικής-Ασπρόπυργος,Αττική Οδός,38.09040,23.61994,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO09,Σταθμός Διοδίων Λεωφ. Δουκίσσης Πλακεντίας Πλευρικά (Προς Αεροδρόμιο),ΜΤ,Αττικής-Βριλήσσια,Αττική Οδός,38.02401,23.83473,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO10,Σταθμός Διοδίων Λεωφ. Δουκίσσης Πλακεντίας Πλευρικά (Προς Ελευσίνα),ΜΤ,Αττικής-Βριλήσσια,Αττική Οδός,38.02517,23.83393,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO11,Σταθμός Διοδίων Λεωφ. Δουκίσσης Πλακεντίας Πλευρικά (Προς Καρέα),ΜΤ,Αττικής-Βριλήσσια,Περιφ. Υμηττού,38.01935,23.83767,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO12,Σταθμός Διοδίων Λεωφ. Πεντέλης Πλευρικά (Προς Αεροδρόμιο),ΜΤ,Αττικής-Βριλήσσια,Αττική Οδός,38.02703,23.82915,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO13,Σταθμός Διοδίων Λεωφ. Πεντέλης Πλευρικά (Προς Ελευσίνα),ΜΤ,Αττικής-Βριλήσσια,Αττική Οδός,38.03427,23.82164,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO14,Σταθμός Διοδίων Γλυκών Νερών Πλευρικά (Προς Καρέα),ΜΤ,Αττικής-Γλυκά Νερά,Περιφ. Υμηττού,37.99753,23.84944,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO15,Σταθμός Διοδίων Γλυκών Νερών Πλευρικά (Προς Παλλήνη),ΜΤ,Αττικής-Γλυκά Νερά,Περιφ. Υμηττού,37.99710,23.85116,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO16,Σταθμός Διοδίων Λεωφ. Δημοκρατίας Πλευρικά (Προς Αεροδρόμιο),ΜΤ,Αττικής-Ζεφύρι,Αττική Οδός,38.06607,23.73427,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO17,Σταθμός Διοδίων Λεωφ. Δημοκρατίας Πλευρικά (Προς Ελευσίνα),ΜΤ,Αττικής-Ζεφύρι,Αττική Οδός,38.06741,23.73161,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO18,Σταθμός Διοδίων Λεωφ. Ηρακλείου Πλευρικά (Προς Αεροδρόμιο),ΜΤ,Αττικής-Ηράκλειο,Αττική Οδός,38.05641,23.77234,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO19,Σταθμός Διοδίων Λεωφ. Ηρακλείου Πλευρικά (Προς Ελευσίνα),ΜΤ,Αττικής-Ηράκλειο,Αττική Οδός,38.05859,23.76884,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO20,Σταθμός Διοδίων Λεωφ. Κύμης Πλευρικά (Προς Αεροδρόμιο),ΜΤ,Αττικής-Ηράκλειο,Αττική Οδός,38.04838,23.78561,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO21,Σταθμός Διοδίων Λεωφ. Κύμης Πλευρικά (Προς Ελευσίνα),ΜΤ,Αττικής-Ηράκλειο,Αττική Οδός,38.05237,23.78147,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO22,Σταθμός Διοδίων Λεωφ. Φυλής Πλευρικά (Προς Αεροδρόμιο),ΜΤ,Αττικής-Καματερό,Αττική Οδός,38.07018,23.71147,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO23,Σταθμός Διοδίων Λεωφ. Φυλής Πλευρικά (Προς Ελευσίνα),ΜΤ,Αττικής-Καματερό,Αττική Οδός,38.07138,23.70832,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO24,Σταθμός Διοδίων Κορωπίου Μετωπικά (Προς Ελευσίνα),ΜΤ,Αττικής-Κορωπί,Αττική Οδός,37.93851,23.88683,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO25,Σταθμός Διοδίων Λεωφ. Κηφισίας Πλευρικά (Προς Αεροδρόμιο),ΜΤ,Αττικής-Μαρούσι,Αττική Οδός,38.04123,23.80530,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO26,Σταθμός Διοδίων Λεωφ. Κηφισίας Πλευρικά (Προς Ελευσίνα),ΜΤ,Αττικής-Μαρούσι,Αττική Οδός,38.04366,23.79931,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO27,Σταθμός Διοδίων Αθηνών-Λαμίας Πλευρικά (Από Αθήνα Προς Αεροδρόμιο),ΜΤ,Αττικής-Μεταμόρφωση,Αττική Οδός,38.06086,23.75050,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO28,Σταθμός Διοδίων Αθηνών-Λαμίας Πλευρικά (Από Αθήνα Προς Ελευσίνα),ΜΤ,Αττικής-Μεταμόρφωση,Αττική Οδός,38.06285,23.74866,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO29,Σταθμός Διοδίων Αθηνών-Λαμίας Πλευρικά (Από Λαμία Προς Αεροδρόμιο),ΜΤ,Αττικής-Μεταμόρφωση,Αττική Οδός,38.06120,23.75044,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO30,Σταθμός Διοδίων Αθηνών-Λαμίας Πλευρικά (Από Λαμία Προς Ελευσίνα),ΜΤ,Αττικής-Μεταμόρφωση,Αττική Οδός,38.06315,23.74873,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO31,Σταθμός Διοδίων Παιανίας Πλευρικά (Προς Αεροδρόμιο),ΜΤ,Αττικής-Παιανία,Αττική Οδός,37.95341,23.88573,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO32,Σταθμός Διοδίων Παιανίας Πλευρικά (Προς Ελευσίνα),ΜΤ,Αττικής-Παιανία,Αττική Οδός,37.95731,23.88672,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO33,Σταθμός Διοδίων Λεωφ. Μαραθώνος Πλευρικά (Προς Αεροδρόμιο),ΜΤ,Αττικής-Παλλήνη,Αττική Οδός,38.00431,23.86971,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO34,Σταθμός Διοδίων Λεωφ. Μαραθώνος Πλευρικά (Προς Ελευσίνα),ΜΤ,Αττικής-Παλλήνη,Αττική Οδός,38.00805,23.86918,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO35,Σταθμός Διοδίων Παλλήνης Πλευρικά (Προς Καρέα),ΜΤ,Αττικής-Παλλήνη,Περιφ. Υμηττού,37.99397,23.88736,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO36,Σταθμός Διοδίων Κατεχάκη Μετωπικά (Προς Παλλήνη),ΜΤ,Αττικής-Παπάγος,Περιφ. Υμηττού,37.97720,23.80010,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO37,Σταθμός Διοδίων Παπάγου Πλευρικά (Προς Καρέα),ΜΤ,Αττικής-Παπάγος,Περιφ. Υμηττού,37.98565,23.80999,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO38,Σταθμός Διοδίων Παπάγου Πλευρικά (Προς Παλλήνη),ΜΤ,Αττικής-Παπάγος,Περιφ. Υμηττού,37.98559,23.81250,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO39,Σταθμός Διοδίων Ρουπακίου Μετωπικά (Προς Αεροδρόμιο),ΜΤ,Αττικής-Ρουπάκι,Αττική Οδός,38.09389,23.59099,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO40,Σταθμός Διοδίων Κάντζας Πλευρικά (Προς Αεροδρόμιο),ΜΤ,Αττικής-Σπάτα-Κάντζα,Αττική Οδός,37.98003,23.86990,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NAO,naodos,NAO41,Σταθμός Διοδίων Κάντζας Πλευρικά (Προς Ελευσίνα),ΜΤ,Αττικής-Σπάτα-Κάντζα,Αττική Οδός,37.98229,23.87047,customercare@attikesdiadromes.gr,1.25,2.50,6.25,10.00
NO,neaodos,NO01,Σταθμός Διοδίων Αγγελόκαστρου Μετωπικά (Προς Ιωάννινα),ΜΤ,Αιτωλοακαρνανίας-Αγγελόκαστρο,Α/Δ Αντιρρίου-Ιωαννίνων,38.54935,21.27241,info@neaodos.gr,2.70,3.85,9.60,13.50
NO,neaodos,NO02,Σταθμός Διοδίων Αγγελόκαστρου Μετωπικά (Προς Ρίο),ΜΤ,Αιτωλοακαρνανίας-Αγγελόκαστρο,Α/Δ Αντιρρίου-Ιωαννίνων,38.54947,21.27210,info@neaodos.gr,2.70,3.85,9.60,13.50
NO,neaodos,NO03,Σταθμός Διοδίων Κλόκοβας Μετωπικά (Προς Ιωάννινα),ΜΤ,Αιτωλοακαρνανίας-Γαβρολίμνη,Α/Δ Αντιρρίου-Ιωαννίνων,38.35929,21.65685,info@neaodos.gr,2.25,3.25,8.20,11.45
NO,neaodos,NO04,Σταθμός Διοδίων Κλόκοβας Μετωπικά (Προς Ρίο),ΜΤ,Αιτωλοακαρνανίας-Γαβρολίμνη,Α/Δ Αντιρρίου-Ιωαννίνων,38.35921,21.65640,info@neaodos.gr,2.25,3.25,8.20,11.45
NO,neaodos,NO05,Σταθμός Διοδίων Μενιδίου Μετωπικά (Προς Ιωάννινα),ΜΤ,Αιτωλοακαρνανίας-Μενίδι,Α/Δ Αντιρρίου-Ιωαννίνων,38.98982,21.17102,info@neaodos.gr,2.30,3.25,8.20,11.50
NO,neaodos,NO06,Σταθμός Διοδίων Μενιδίου Μετωπικά (Προς Ρίο),ΜΤ,Αιτωλοακαρνανίας-Μενίδι,Α/Δ Αντιρρίου-Ιωαννίνων,38.98999,21.17073,info@neaodos.gr,2.30,3.25,8.20,11.50
NO,neaodos,NO07,Σταθμός Διοδίων Αφιδνών Μετωπικά (Προς Αθήνα),ΜΤ,Αττικής-Αφίδνες,Α/Δ Αθηνών-Θεσσαλονίκης,38.17650,23.85388,info@neaodos.gr,2.50,3.55,8.95,12.55
NO,neaodos,NO08,Σταθμός Διοδίων Αφιδνών Μετωπικά (Προς Θεσσαλονίκη),ΜΤ,Αττικής-Αφίδνες,Α/Δ Αθηνών-Θεσσαλονίκης,38.17634,23.85444,info@neaodos.gr,2.50,3.55,8.95,12.55
NO,neaodos,NO09,Σταθμός Διοδίων Θήβας Μετωπικά (Προς Αθήνα),ΜΤ,Βοιωτίας-Θήβα,Α/Δ Αθηνών-Θεσσαλονίκης,38.37082,23.28677,info@neaodos.gr,2.90,4.20,10.50,14.70
NO,neaodos,NO10,Σταθμός Διοδίων Θήβας Μετωπικά (Προς Θεσσαλονίκη),ΜΤ,Βοιωτίας-Θήβα,Α/Δ Αθηνών-Θεσσαλονίκης,38.37090,23.28704,info@neaodos.gr,2.90,4.20,10.50,14.70
NO,neaodos,NO11,Σταθμός Διοδίων Τερόβου Μετωπικά (Προς Ιωάννινα),ΜΤ,Ιωαννίνων-Τέροβο,Α/Δ Αντιρρίου-Ιωαννίνων,39.42539,20.90533,info@neaodos.gr,2.35,3.35,8.45,11.85
NO,neaodos,NO12,Σταθμός Διοδίων Τερόβου Μετωπικά (Προς Ρίο),ΜΤ,Ιωαννίνων-Τέροβο,Α/Δ Αντιρρίου-Ιωαννίνων,39.42559,20.90509,info@neaodos.gr,2.35,3.35,8.45,11.85
NO,neaodos,NO13,Σταθμός Διοδίων Τραγάνας Μετωπικά (Προς Αθήνα),ΜΤ,Φθιώτιδος-Τραγάνα,Α/Δ Αθηνών-Θεσσαλονίκης,38.61750,23.14335,info@neaodos.gr,2.90,4.15,10.45,14.60
NO,neaodos,NO14,Σταθμός Διοδίων Τραγάνας Μετωπικά (Προς Θεσσαλονίκη),ΜΤ,Φθιώτιδος-Τραγάνα,Α/Δ Αθηνών-Θεσσαλονίκης,38.61772,23.14384,info@neaodos.gr,2.90,4.15,10.45,14.60
